"Custom success page","Individuelle Success-Seite"
"Use the variable <b>%order-number%</b> in the static block to output the order number.<br>Please add the variable <b>%additional-info-html%</b> to your static content to output the content of third-party extensions.<br>Use the Variable <b>%registration-block%</b> to output the registration block.","Benutzen Sie die Variable %order-number% um die Bestellnummer auszugeben. Bitte geben Sie die Variable %additional-info-html% in dem statischen Block an, damit Drittanbieter-Erweiterungen ebenfalls Inhalt darstellen können.<br>Benutzen Sie die Variable %registration-block% um den Registrierungsblock auszugeben."
